StartDate,EndDate,Count,AirlinesMD5,AirportsMD5,TypesMD5,CodeBlocksMD5,StandingDataZipMD5,BasicLookupZipMD5
2009-12-01,2020-04-30,354736,7153E0578ECEB22A820CD4AC10A1178A,9E8B0CA749D7545A01C2588F46D3FE16,91E48853B5335651B143F8062349B5B8,5C443811AA9C11C52548062784BAF3D5,AE6DDD01D06436A326D39029D25F308C,10864C6671E359551FCB987DC3845FA6
